Time stamp,Temp C,Conductivity ,Vertical Position ,pH,ORP mV,Turbidity NTU,Chl ug/L,Phycocyanin ,ODO & sat,ODO mg/L
6/21/26 6:37,16.11,264.58,5.905,8.26,277.53,0.77,-0.17,0.35,80.01,7.87
6/21/26 6:37,16.274,265.39,4.963,8.26,277.29,0.65,-0.2,0.35,80.15,7.86
6/21/26 6:38,16.791,268.16,3.928,8.27,276.3,0.46,-0.17,0.33,81.01,7.86
6/21/26 6:39,17,269.06,2.992,8.28,275.48,0.39,-0.06,0.32,80.84,7.81
6/21/26 6:40,17.093,269.38,1.944,8.28,274.76,0.4,-0.08,0.29,80.54,7.76
6/21/26 6:40,17.14,269.5,0.982,8.29,274.26,0.41,-0.19,0.28,80.51,7.75
6/21/26 12:04,13.456,245.77,44.147,7.92,288.54,2.17,-0.16,0.47,72.23,7.53
6/21/26 12:05,13.461,245.87,42.973,7.93,288.15,1.37,-0.25,0.47,72.19,7.52
6/21/26 12:06,13.475,245.87,41.983,7.94,287.77,1.29,-0.17,0.48,72.31,7.53
6/21/26 12:07,13.487,246,40.963,7.95,287.41,1.23,-0.16,0.48,72.38,7.54
6/21/26 12:08,13.501,245.94,39.924,7.97,286.94,1.23,-0.16,0.5,72.68,7.57
6/21/26 12:08,13.517,245.43,38.952,7.98,286.63,1.09,-0.21,0.49,73.06,7.6
6/21/26 12:09,13.532,245.39,37.956,7.99,286.59,1.07,-0.24,0.46,73.34,7.63
6/21/26 12:10,13.55,245.44,36.953,7.99,286.72,1.06,-0.15,0.47,73.53,7.65
6/21/26 12:11,13.569,245.43,35.943,7.99,286.87,1.02,-0.2,0.48,73.72,7.66
6/21/26 12:12,13.589,245.68,34.932,8,286.9,1.03,-0.15,0.49,73.97,7.69
6/21/26 12:13,13.627,245.48,33.955,8.01,286.82,0.98,-0.23,0.48,74.39,7.72
6/21/26 12:13,13.664,245.55,32.92,8.01,286.9,0.96,-0.21,0.46,74.53,7.73
6/21/26 12:14,13.689,245.69,31.918,8.02,286.89,0.99,-0.22,0.45,74.93,7.77
6/21/26 12:15,13.721,246.12,30.893,8.03,286.94,0.97,-0.14,0.46,75.21,7.79
6/21/26 12:16,13.751,246.61,30.071,8.03,286.92,1.01,-0.23,0.48,75.44,7.81
6/21/26 12:17,13.789,247.25,28.912,8.04,286.81,1,-0.2,0.47,75.73,7.83
6/21/26 12:17,13.823,247.49,27.942,8.05,286.85,0.99,-0.19,0.48,75.83,7.84
6/21/26 12:18,13.847,247.88,26.919,8.05,286.94,0.97,-0.24,0.47,75.93,7.85
6/21/26 12:19,13.88,248.07,25.948,8.05,286.91,1.03,-0.18,0.47,76.03,7.85
6/21/26 12:20,13.929,248.62,24.961,8.06,286.91,1.07,-0.21,0.47,76.07,7.85
6/21/26 12:20,14.007,249.78,23.978,8.06,286.87,0.96,-0.2,0.43,76.07,7.83
6/21/26 12:21,14.061,251.17,22.889,8.06,286.97,1.02,-0.24,0.46,75.89,7.8
6/21/26 12:22,14.104,250.85,21.947,8.07,286.73,1,-0.17,0.45,76.14,7.82
6/21/26 12:23,14.153,251.92,20.896,8.07,286.74,1,-0.24,0.44,76.1,7.81
6/21/26 12:24,14.175,252.33,19.963,8.07,286.69,0.97,-0.21,0.45,76.13,7.81
6/21/26 12:24,14.233,252.96,18.971,8.08,286.45,0.98,-0.21,0.45,76.27,7.81
6/21/26 12:25,14.33,253.98,17.968,8.1,285.97,0.94,-0.28,0.45,76.76,7.85
6/21/26 12:26,14.387,254.23,16.902,8.11,285.53,0.95,-0.13,0.45,76.98,7.86
6/21/26 12:27,14.452,255.04,15.949,8.12,285.17,0.91,-0.16,0.44,77.19,7.87
6/21/26 12:27,14.544,255.47,14.955,8.13,284.51,0.89,-0.2,0.45,77.66,7.9
6/21/26 12:28,14.635,256.09,13.945,8.14,284.26,0.95,-0.14,0.43,77.73,7.89
6/21/26 12:29,14.679,256.25,12.89,8.15,283.91,0.97,-0.24,0.43,77.76,7.89
6/21/26 12:30,14.718,256.49,11.95,8.15,283.82,1.04,-0.24,0.42,77.75,7.88
6/21/26 12:30,14.897,257.83,10.951,8.16,283.2,0.91,-0.09,0.43,78.26,7.9
6/21/26 12:31,15.011,258.39,9.922,8.18,282.62,0.87,-0.19,0.4,78.59,7.92
6/21/26 12:32,15.121,259.13,8.945,8.19,282.12,0.79,-0.23,0.4,78.86,7.93
6/21/26 12:33,15.267,260.17,7.922,8.21,281.33,0.77,-0.24,0.41,79.1,7.92
6/21/26 12:33,15.372,260.62,6.909,8.22,280.47,0.86,-0.21,0.4,79.2,7.92
6/21/26 12:34,15.551,261.85,5.927,8.24,279.72,0.75,-0.11,0.37,79.37,7.9
6/21/26 12:35,15.784,263.16,4.93,8.26,278.64,0.69,-0.23,0.37,79.64,7.89
6/21/26 12:36,16.1,264.3,3.929,8.26,278.17,0.64,-0.13,0.37,80.19,7.89
6/21/26 12:36,17.057,269.58,2.95,8.28,276.59,0.29,-0.14,0.33,81.1,7.82
6/21/26 12:37,17.151,269.92,1.925,8.3,275.29,0.34,-0.15,0.32,80.96,7.79
6/21/26 12:38,17.505,272.21,0.88,8.29,274.63,0.36,-0.12,0.27,81.45,7.78
6/21/26 18:04,13.435,245.94,44.06,7.95,289.5,2.55,-0.21,0.47,71.64,7.47
6/21/26 18:05,13.439,245.86,43.015,7.94,289.7,1.44,-0.29,0.48,71.67,7.47
6/21/26 18:06,13.461,245.86,41.961,7.95,289.57,1.32,-0.29,0.49,71.88,7.49
6/21/26 18:07,13.472,245.9,40.975,7.95,289.47,1.27,-0.17,0.47,72,7.5
6/21/26 18:08,13.494,245.85,39.981,7.96,289.2,1.11,-0.21,0.47,72.32,7.53
6/21/26 18:09,13.524,245.88,39.006,7.97,288.9,1.14,-0.26,0.48,72.79,7.57
6/21/26 18:09,13.552,245.6,38.057,7.98,288.79,1.08,-0.31,0.47,73.1,7.6
6/21/26 18:10,13.59,245.79,36.995,7.99,288.67,1,-0.17,0.45,73.65,7.65
6/21/26 18:11,13.61,245.48,35.98,8,288.63,1.06,-0.31,0.46,74,7.69
6/21/26 18:12,13.633,245.51,34.971,8.01,288.63,0.99,-0.32,0.48,74.38,7.72
6/21/26 18:13,13.676,245.6,33.994,8.01,288.73,1.05,-0.22,0.45,74.61,7.74
6/21/26 18:14,13.719,246.12,32.941,8.02,288.72,0.98,-0.19,0.48,75.04,7.77
6/21/26 18:14,13.763,246.86,31.939,8.03,288.63,1,-0.21,0.46,75.38,7.8
6/21/26 18:15,13.786,247.16,31.002,8.04,288.53,1.59,-0.16,0.46,75.6,7.82
6/21/26 18:16,13.84,247.83,29.913,8.05,288.56,1,-0.14,0.47,75.74,7.83
6/21/26 18:17,13.868,248.09,28.936,8.05,288.56,1.04,-0.29,0.45,75.84,7.83
6/21/26 18:18,13.909,248.82,27.961,8.05,288.67,1.02,-0.24,0.48,75.9,7.83
6/21/26 18:19,13.955,249.29,26.935,8.06,288.69,1.04,-0.24,0.46,75.87,7.82
6/21/26 18:19,14,250.11,25.918,8.06,288.77,0.97,-0.23,0.46,75.75,7.8
6/21/26 18:20,14.05,251,24.922,8.06,288.78,0.99,-0.21,0.45,75.69,7.79
6/21/26 18:21,14.082,251.15,23.91,8.06,288.78,1.11,-0.19,0.44,75.68,7.78
6/21/26 18:22,14.122,251.96,22.939,8.06,288.74,0.97,-0.2,0.45,75.78,7.78
6/21/26 18:23,14.174,252.79,21.92,8.08,288.45,1.01,-0.12,0.44,76.04,7.8
6/21/26 18:23,14.218,252.96,20.918,8.08,288.22,0.97,-0.16,0.44,76.22,7.81
6/21/26 18:24,14.31,253.77,20.01,8.09,287.88,0.96,-0.24,0.43,76.51,7.83
6/21/26 18:25,14.384,254.75,19.002,8.11,287.16,0.94,-0.18,0.46,77.28,7.89
6/21/26 18:26,14.444,255.09,17.99,8.13,286.5,0.95,-0.23,0.44,77.69,7.92
6/21/26 18:27,14.52,255.67,16.867,8.14,286.04,0.92,-0.16,0.42,77.88,7.93
6/21/26 18:27,14.581,255.99,15.953,8.15,285.78,1.05,-0.17,0.44,77.95,7.93
6/21/26 18:28,14.658,256.59,14.931,8.16,285.23,0.98,-0.13,0.42,78.23,7.94
6/21/26 18:29,14.699,256.7,13.961,8.16,285.12,0.87,-0.27,0.4,78.12,7.92
6/21/26 18:30,14.79,257.57,12.966,8.17,284.78,0.98,-0.15,0.41,78.3,7.92
6/21/26 18:30,14.924,257.9,11.972,8.17,284.52,0.82,-0.23,0.41,78.39,7.91
6/21/26 18:31,15.095,259.46,10.979,8.19,283.96,0.93,-0.16,0.44,78.83,7.93
6/21/26 18:32,15.204,259.88,9.965,8.2,283.13,0.77,-0.15,0.42,79.03,7.93
6/21/26 18:33,15.33,260.63,8.879,8.21,282.51,0.72,-0.22,0.37,79.13,7.92
6/21/26 18:33,15.423,260.99,7.976,8.22,281.99,0.74,-0.16,0.38,79.2,7.91
6/21/26 18:34,15.589,262.13,6.973,8.24,281.31,0.8,-0.16,0.38,79.37,7.9
6/21/26 18:35,15.726,262.82,5.946,8.24,280.76,0.72,-0.18,0.36,79.69,7.91
6/21/26 18:36,15.826,263.4,4.959,8.25,280.2,0.68,-0.23,0.38,79.79,7.9
6/21/26 18:36,15.929,264.09,3.952,8.26,279.69,0.67,-0.24,0.38,79.85,7.89
6/21/26 18:37,16.374,266.26,2.9,8.27,278.9,0.55,-0.19,0.35,80.54,7.88
6/21/26 18:38,17.086,270.27,1.961,8.29,277.62,0.4,-0.1,0.33,81.44,7.85
6/21/26 18:39,17.399,271.73,0.923,8.29,276.32,0.29,-0.09,0.31,81.63,7.82
6/22/26 0:05,13.486,246.35,44.051,7.95,291.25,2.03,-0.23,0.48,71.47,7.44
6/22/26 0:06,13.481,245.81,42.942,7.95,291.41,1.28,-0.22,0.47,71.52,7.45
6/22/26 0:07,13.486,245.73,41.947,7.96,291.14,1.21,-0.26,0.48,71.99,7.5
6/22/26 0:07,13.498,245.85,41.017,7.96,291,1.19,-0.21,0.49,72.17,7.51
6/22/26 0:08,13.53,246.3,39.999,7.97,290.91,1.17,-0.17,0.49,72.23,7.51
6/22/26 0:09,13.56,245.85,38.976,7.97,290.59,1.12,-0.13,0.47,72.63,7.55
6/22/26 0:10,13.583,245.75,38.014,7.99,290.33,1.05,-0.17,0.48,73.18,7.61
6/22/26 0:11,13.619,245.92,37.029,8,290.12,0.96,-0.28,0.46,73.69,7.65
6/22/26 0:12,13.651,246.33,35.994,8,290.14,1.01,-0.23,0.48,74.14,7.69
6/22/26 0:13,13.68,245.9,35.032,8.01,290.01,1.07,-0.16,0.46,74.54,7.73
6/22/26 0:13,13.697,245.91,34.009,8.02,290.09,1.01,-0.23,0.49,74.74,7.75
6/22/26 0:14,13.708,245.96,32.981,8.02,290.3,1.04,-0.26,0.46,74.78,7.75
6/22/26 0:15,13.74,246.73,31.967,8.03,290.36,0.94,-0.3,0.46,74.93,7.76
6/22/26 0:16,13.761,246.87,30.984,8.03,290.37,0.98,-0.12,0.46,75.1,7.77
6/22/26 0:17,13.789,247.28,29.978,8.03,290.44,0.98,-0.18,0.45,75.2,7.78
6/22/26 0:18,13.823,248.15,28.966,8.04,290.46,0.98,-0.13,0.46,75.35,7.79
6/22/26 0:18,13.866,248.28,27.975,8.04,290.38,0.93,-0.21,0.47,75.54,7.8
6/22/26 0:19,13.905,248.61,26.929,8.05,290.31,1.11,-0.21,0.46,75.67,7.81
6/22/26 0:20,13.936,248.55,25.939,8.05,290.39,1.03,-0.19,0.47,75.7,7.81
6/22/26 0:21,13.979,249.77,24.94,8.05,290.52,1.02,-0.16,0.43,75.6,7.79
6/22/26 0:22,14.04,250.76,23.927,8.05,290.52,1.03,-0.24,0.45,75.53,7.77
6/22/26 0:22,14.069,250.82,22.948,8.06,290.43,1.01,-0.27,0.46,75.58,7.77
6/22/26 0:23,14.098,250.79,21.974,8.06,290.34,0.99,-0.16,0.46,75.73,7.78
6/22/26 0:24,14.162,252.03,20.956,8.06,290.34,1.04,-0.23,0.47,75.78,7.78
6/22/26 0:25,14.245,253.27,19.983,8.07,290.12,1.02,-0.23,0.43,76,7.78
6/22/26 0:26,14.337,254.08,18.943,8.09,289.57,0.91,-0.21,0.45,76.31,7.8
6/22/26 0:27,14.433,254.99,17.921,8.11,288.82,0.91,-0.23,0.44,77.04,7.86
6/22/26 0:27,14.491,255.56,16.945,8.13,288.18,0.92,-0.24,0.42,77.52,7.9
6/22/26 0:28,14.593,256.37,15.938,8.14,287.46,1.01,-0.25,0.43,77.9,7.92
6/22/26 0:29,14.7,257,14.922,8.16,286.94,0.86,-0.21,0.45,78.18,7.93
6/22/26 0:30,14.808,257.73,13.922,8.17,286.49,0.91,-0.21,0.41,78.17,7.91
6/22/26 0:31,14.922,258.27,12.926,8.18,285.95,0.86,-0.18,0.44,78.54,7.93
6/22/26 0:31,15.025,258.8,11.924,8.18,285.63,0.82,-0.1,0.41,78.53,7.91
6/22/26 0:32,15.156,259.63,10.896,8.19,285.23,0.81,-0.19,0.41,78.69,7.9
6/22/26 0:33,15.348,260.64,9.902,8.21,284.53,1.04,-0.13,0.39,78.78,7.88
6/22/26 0:34,15.413,261,8.987,8.22,284.01,0.75,-0.11,0.38,78.94,7.88
6/22/26 0:35,15.537,261.86,8.015,8.23,283.54,0.84,-0.25,0.39,79.14,7.88
6/22/26 0:35,15.667,262.46,6.926,8.24,282.85,0.84,-0.08,0.36,79.38,7.88
6/22/26 0:36,15.797,263.16,6.03,8.24,282.51,0.75,-0.14,0.38,79.61,7.89
6/22/26 0:37,15.956,264.08,4.94,8.25,281.94,0.62,-0.09,0.36,79.77,7.88
6/22/26 0:38,16.088,265.41,3.969,8.26,281.49,0.6,-0.16,0.33,79.93,7.87
6/22/26 0:39,16.479,267.42,2.931,8.26,280.81,0.43,-0.1,0.32,80.49,7.86
6/22/26 0:39,16.81,268.22,1.915,8.28,279.65,0.35,-0.05,0.34,80.72,7.83
6/22/26 0:40,16.902,268.82,0.988,8.28,278.88,0.42,-0.2,0.3,80.58,7.8
6/22/26 6:05,13.501,245.81,44.062,7.95,291.1,2.14,-0.22,0.46,72.09,7.51
6/22/26 6:06,13.506,245.73,43.014,7.95,291.06,1.33,-0.1,0.48,72.1,7.51
6/22/26 6:07,13.529,246.2,41.981,7.95,290.88,1.21,-0.14,0.47,72.23,7.52
6/22/26 6:08,13.548,246.32,40.958,7.96,290.63,1.12,-0.19,0.46,72.35,7.53
6/22/26 6:09,13.568,246.29,39.948,7.97,290.25,1.11,-0.22,0.49,72.62,7.55
6/22/26 6:09,13.608,246.09,38.995,7.99,289.85,1.04,-0.15,0.48,73.3,7.61
6/22/26 6:10,13.64,246.5,37.943,8,289.77,1.05,-0.19,0.48,73.69,7.65
6/22/26 6:11,13.688,247.25,36.983,8.01,289.6,1.06,-0.25,0.45,74.18,7.69
6/22/26 6:12,13.718,247.55,36.009,8.02,289.49,1.07,-0.22,0.45,74.49,7.72
6/22/26 6:13,13.747,248.14,35.016,8.03,289.44,1.05,-0.26,0.49,74.77,7.74
6/22/26 6:14,13.772,248.46,34.029,8.03,289.41,1.03,-0.13,0.5,74.97,7.76
6/22/26 6:15,13.789,247.42,32.988,8.04,289.4,1,-0.21,0.45,75.17,7.78
6/22/26 6:16,13.825,248.8,31.938,8.04,289.58,1.03,-0.19,0.47,75.32,7.79
6/22/26 6:16,13.856,250.44,31.002,8.05,289.6,1.08,-0.25,0.47,75.45,7.79
6/22/26 6:17,13.872,249.73,29.993,8.05,289.53,1.1,-0.24,0.47,75.45,7.79
6/22/26 6:18,13.9,250.71,28.963,8.05,289.54,1.11,-0.25,0.47,75.59,7.8
6/22/26 6:19,13.925,250.42,27.956,8.06,289.5,0.99,-0.17,0.46,75.55,7.79
6/22/26 6:20,13.946,249.61,26.971,8.05,289.61,1.04,-0.21,0.46,75.45,7.78
6/22/26 6:21,13.989,251.05,25.97,8.05,289.89,0.99,-0.16,0.45,75.3,7.76
6/22/26 6:21,14.022,250.71,24.955,8.05,289.88,1.1,-0.22,0.47,75.37,7.76
6/22/26 6:22,14.054,250.9,23.954,8.05,289.95,0.99,-0.24,0.45,75.37,7.75
6/22/26 6:23,14.091,250.79,22.978,8.06,290.02,1,-0.22,0.46,75.52,7.76
6/22/26 6:24,14.139,250.74,21.97,8.06,289.99,1.06,-0.25,0.43,75.7,7.77
6/22/26 6:25,14.218,252.64,20.985,8.06,290.04,1.01,-0.21,0.44,75.8,7.77
6/22/26 6:26,14.261,253.28,19.966,8.07,289.82,1.02,-0.17,0.45,75.95,7.78
6/22/26 6:26,14.338,254.05,18.98,8.08,289.51,0.95,-0.2,0.43,76.33,7.8
6/22/26 6:27,14.428,254.74,17.921,8.1,288.91,0.93,-0.24,0.45,76.87,7.84
6/22/26 6:28,14.481,255.51,16.934,8.13,288.13,0.92,-0.23,0.45,77.4,7.89
6/22/26 6:29,14.58,256.22,15.936,8.14,287.51,0.91,-0.21,0.43,77.8,7.91
6/22/26 6:30,14.711,256.95,14.934,8.15,287.06,0.91,-0.15,0.43,78.01,7.91
6/22/26 6:31,14.871,257.84,13.939,8.16,286.61,0.85,-0.22,0.42,78.06,7.89
6/22/26 6:31,15.017,258.65,12.924,8.17,286.19,0.77,-0.25,0.4,78.31,7.89
6/22/26 6:32,15.087,259.04,12.028,8.18,285.9,0.86,-0.2,0.41,78.4,7.88
6/22/26 6:33,15.208,260,10.97,8.19,285.4,0.77,-0.18,0.39,78.79,7.9
6/22/26 6:34,15.364,260.91,9.915,8.21,284.55,0.69,-0.27,0.4,79.09,7.91
6/22/26 6:34,15.461,261.67,8.972,8.23,283.44,0.75,-0.28,0.38,79.32,7.91
6/22/26 6:35,15.519,262.05,7.962,8.25,282.58,0.76,-0.15,0.37,79.49,7.92
6/22/26 6:36,15.676,262.56,6.885,8.24,282.35,0.81,-0.13,0.36,79.56,7.9
6/22/26 6:37,15.91,263.86,5.979,8.25,282.13,0.59,-0.1,0.37,79.64,7.87
6/22/26 6:38,16.098,264.82,4.908,8.25,281.82,0.57,-0.07,0.36,79.89,7.86
6/22/26 6:38,16.434,266.53,3.955,8.26,281.08,0.41,-0.18,0.34,80.28,7.85
6/22/26 6:39,16.706,267.69,2.989,8.27,280.1,0.34,-0.07,0.33,80.15,7.79
6/22/26 6:40,16.743,267.85,1.899,8.28,279.51,0.41,-0.14,0.32,80.02,7.77
6/22/26 6:41,16.749,267.82,0.937,8.29,278.95,0.5,-0.17,0.31,79.92,7.76
6/22/26 12:04,13.504,246.5,44.066,7.9,294.23,1.97,-0.17,0.46,71.05,7.4
6/22/26 12:05,13.521,246.7,42.936,7.91,294.04,1.37,-0.2,0.48,70.98,7.39
6/22/26 12:06,13.535,247.11,41.987,7.91,293.8,1.23,-0.15,0.49,70.8,7.37
6/22/26 12:07,13.555,246.85,40.957,7.93,293.14,1.25,-0.35,0.49,71.2,7.4
6/22/26 12:08,13.569,246.58,40.012,7.95,292.45,1.15,-0.25,0.46,71.86,7.47
6/22/26 12:09,13.588,246.24,38.957,7.97,291.87,1.07,-0.19,0.48,72.57,7.54
6/22/26 12:09,13.604,245.99,37.96,7.98,291.55,0.97,-0.21,0.47,73.21,7.61
6/22/26 12:10,13.625,246.49,36.975,7.99,291.61,1.02,-0.15,0.48,73.33,7.61
6/22/26 12:11,13.663,246.89,35.968,8,291.55,1.29,-0.22,0.47,73.71,7.65
6/22/26 12:12,13.693,246.74,34.943,8.01,291.36,1.2,-0.21,0.44,74.19,7.69
6/22/26 12:13,13.733,248.01,33.958,8.02,291.35,1.02,-0.21,0.46,74.52,7.72
6/22/26 12:13,13.767,248.43,32.982,8.03,291.22,1.06,-0.2,0.46,74.78,7.74
6/22/26 12:14,13.811,248.38,32.075,8.03,291.1,0.99,-0.11,0.46,75.02,7.76
6/22/26 12:15,13.829,249.17,30.945,8.04,291.15,1.05,-0.14,0.46,75.13,7.77
6/22/26 12:16,13.875,249.35,29.936,8.04,291.13,1.05,-0.25,0.47,75.2,7.76
6/22/26 12:17,13.903,250.3,28.935,8.05,291.15,0.99,-0.22,0.47,75.32,7.77
6/22/26 12:18,13.935,250.85,27.912,8.05,291.08,1.13,-0.23,0.46,75.36,7.77
6/22/26 12:18,13.95,249.81,26.904,8.05,291.12,1.06,-0.17,0.44,75.24,7.76
6/22/26 12:19,13.989,250.77,26.016,8.05,291.38,1,-0.19,0.48,75.21,7.75
6/22/26 12:20,14.015,251.4,24.983,8.05,291.33,1.07,-0.2,0.46,75.3,7.75
6/22/26 12:21,14.067,251.99,23.935,8.06,291.19,1.03,-0.24,0.46,75.57,7.77
6/22/26 12:22,14.107,251.79,22.93,8.06,291.27,1.03,-0.24,0.44,75.51,7.76
6/22/26 12:22,14.138,251.9,21.97,8.06,291.37,1.04,-0.23,0.44,75.43,7.74
6/22/26 12:23,14.165,251.81,21.019,8.06,291.3,1,-0.23,0.45,75.55,7.75
6/22/26 12:24,14.177,252.15,19.935,8.06,291.37,1.05,-0.26,0.45,75.64,7.76
6/22/26 12:25,14.242,253.3,18.964,8.07,291.4,1,-0.28,0.45,75.83,7.77
6/22/26 12:25,14.313,254.03,17.927,8.09,290.67,1.03,-0.23,0.44,76.47,7.82
6/22/26 12:26,14.382,254.77,16.991,8.11,290.19,0.97,-0.24,0.44,76.88,7.85
6/22/26 12:27,14.435,255.1,15.969,8.12,289.77,0.91,-0.17,0.44,77.21,7.88
6/22/26 12:28,14.497,255.65,14.879,8.13,289.32,0.93,-0.21,0.43,77.44,7.89
6/22/26 12:29,14.533,255.74,13.988,8.13,289.16,1.02,-0.26,0.42,77.42,7.88
6/22/26 12:29,14.626,256.59,12.986,8.14,288.89,0.85,-0.25,0.42,77.73,7.89
6/22/26 12:30,14.702,256.91,11.886,8.15,288.43,0.93,-0.25,0.42,77.88,7.9
6/22/26 12:31,14.753,257.39,10.934,8.16,288.2,0.89,-0.21,0.44,77.98,7.9
6/22/26 12:32,14.898,258.29,9.956,8.17,287.61,0.82,-0.21,0.42,78.44,7.92
6/22/26 12:32,15.026,259.05,8.961,8.19,287.03,0.85,-0.2,0.41,78.7,7.93
6/22/26 12:33,15.173,260.02,7.968,8.21,286.1,0.72,-0.2,0.4,79.08,7.94
6/22/26 12:34,15.332,260.95,6.945,8.23,285.09,0.84,-0.21,0.4,79.33,7.94
6/22/26 12:35,15.545,261.9,5.954,8.23,284.59,0.72,-0.22,0.37,79.3,7.9
6/22/26 12:35,15.813,263.25,4.951,8.23,284.23,0.64,-0.11,0.37,79.58,7.88
6/22/26 12:36,16.59,267.25,3.964,8.27,282.49,0.33,-0.03,0.35,80.51,7.84
6/22/26 12:37,16.689,267.49,2.954,8.29,281.2,0.38,-0.08,0.34,80.33,7.81
6/22/26 12:38,16.775,268,1.968,8.29,280.69,0.4,-0.1,0.31,80.39,7.8
6/22/26 12:38,16.826,268.46,0.944,8.28,280.43,0.5,-0.2,0.33,80.34,7.79
6/22/26 18:04,13.506,246.46,44.083,7.92,297.2,1.78,-0.16,0.47,70.98,7.39
6/22/26 18:05,13.524,246.5,42.909,7.92,297.33,1.28,-0.2,0.45,71.03,7.39
6/22/26 18:06,13.549,246.7,41.921,7.93,297,1.24,-0.32,0.45,71.47,7.43
6/22/26 18:07,13.575,247.04,41.014,7.94,296.7,1.13,-0.25,0.46,71.66,7.45
6/22/26 18:08,13.61,247.61,39.966,7.95,296.27,1.27,-0.21,0.46,71.94,7.47
6/22/26 18:09,13.655,248.74,39.002,7.97,295.97,1.23,-0.16,0.48,72.17,7.49
6/22/26 18:10,13.691,250.78,37.983,7.99,295.42,1.3,-0.18,0.48,73.01,7.57
6/22/26 18:10,13.705,250.62,37.001,8.01,294.72,1.2,-0.29,0.49,73.49,7.62
6/22/26 18:11,13.725,250.83,35.99,8.01,294.47,1.23,-0.21,0.5,73.69,7.63
6/22/26 18:12,13.747,251.06,34.981,8.02,294.2,1.22,-0.3,0.46,73.98,7.66
6/22/26 18:13,13.775,251.17,33.969,8.01,294.42,1.16,-0.28,0.45,73.71,7.63
6/22/26 18:14,13.797,251.32,32.974,8.02,294.43,1.19,-0.18,0.48,73.84,7.64
6/22/26 18:15,13.809,251.02,31.993,8.03,294.13,1.1,-0.26,0.46,74.28,7.68
6/22/26 18:15,13.829,250.54,30.949,8.04,293.86,1.07,-0.21,0.46,74.78,7.73
6/22/26 18:16,13.844,251.05,29.924,8.04,293.86,1.08,-0.16,0.47,75.03,7.75
6/22/26 18:17,13.869,250.68,28.956,8.05,293.8,1.04,-0.24,0.45,75.18,7.76
6/22/26 18:18,13.884,249.55,27.971,8.04,293.93,1.02,-0.12,0.45,75.18,7.76
6/22/26 18:19,13.903,249.71,26.969,8.04,294.22,1.09,-0.22,0.48,75.18,7.76
6/22/26 18:19,13.941,251.29,25.924,8.05,294.31,1.05,-0.1,0.44,75.29,7.76
6/22/26 18:20,13.989,251.28,24.921,8.05,294.32,1.09,-0.28,0.47,75.28,7.75
6/22/26 18:21,14.017,252.12,23.93,8.06,294.22,1.07,-0.27,0.44,75.46,7.77
6/22/26 18:22,14.029,250.99,22.933,8.05,294.25,1.05,-0.28,0.45,75.33,7.75
6/22/26 18:23,14.081,252.1,21.958,8.06,294.27,1.03,-0.27,0.45,75.44,7.75
6/22/26 18:23,14.106,251.8,20.912,8.06,294.31,1.04,-0.23,0.45,75.54,7.76
6/22/26 18:24,14.131,251.91,19.917,8.06,294.4,1.04,-0.17,0.44,75.58,7.76
6/22/26 18:25,14.19,252.18,18.945,8.06,294.44,1,-0.24,0.44,75.62,7.75
6/22/26 18:26,14.239,253.35,17.973,8.07,294.23,0.99,-0.28,0.43,75.92,7.78
6/22/26 18:27,14.273,253.96,16.969,8.08,293.87,1.01,-0.26,0.43,76.4,7.82
6/22/26 18:27,14.368,254.86,15.999,8.1,293.3,0.97,-0.22,0.43,76.91,7.86
6/22/26 18:28,14.46,255.57,14.943,8.12,292.72,0.95,-0.21,0.43,77.4,7.89
6/22/26 18:29,14.545,256.34,13.966,8.13,292.16,0.87,-0.2,0.44,77.82,7.92
6/22/26 18:30,14.587,256.72,12.959,8.15,291.58,0.94,-0.19,0.42,78.02,7.93
6/22/26 18:30,14.65,256.85,11.973,8.15,291.33,0.9,-0.25,0.42,78.1,7.93
6/22/26 18:31,14.761,257.47,10.954,8.16,291.01,0.82,-0.15,0.41,78.12,7.91
6/22/26 18:32,15.043,259.15,9.955,8.18,290.31,0.75,-0.16,0.4,78.66,7.92
6/22/26 18:33,15.155,259.82,8.9,8.2,289.61,0.76,-0.37,0.38,78.89,7.92
6/22/26 18:33,15.264,260.58,7.947,8.22,288.66,0.82,-0.23,0.41,79.22,7.94
6/22/26 18:34,15.447,261.6,6.935,8.23,287.72,0.76,-0.19,0.37,79.46,7.93
6/22/26 18:35,15.514,261.9,5.962,8.24,287.21,0.77,-0.21,0.38,79.5,7.92
6/22/26 18:36,15.562,262.21,4.974,8.25,286.76,0.78,-0.26,0.38,79.67,7.93
6/22/26 18:36,16.1,265.23,3.957,8.26,285.88,0.52,-0.07,0.38,80.55,7.93
6/22/26 18:37,16.701,268.34,2.898,8.28,284.46,0.38,-0.12,0.34,81.08,7.88
6/22/26 18:38,16.922,269.45,1.969,8.29,283.32,0.41,-0.05,0.33,81.29,7.86
6/22/26 18:39,17.195,271.15,0.969,8.29,282.36,0.38,-0.11,0.31,81.59,7.85
6/23/26 0:05,13.606,247.28,44.011,7.98,297.71,1.7,-0.19,0.46,72.06,7.48
6/23/26 0:06,13.622,248.61,42.974,7.96,298.15,1.29,-0.23,0.49,71.76,7.45
6/23/26 0:06,13.645,250.45,42.01,7.98,297.83,1.43,-0.23,0.46,72.21,7.49
6/23/26 0:07,13.654,250.44,40.982,7.99,296.95,1.31,-0.2,0.48,72.9,7.56
